Month,Country,Value
01/10/16,Peru,7
01/11/16,Peru,2
01/12/16,Peru,0
01/01/17,Peru,5
01/02/17,Peru,0
01/03/17,Peru,3
01/04/17,Peru,3
01/05/17,Peru,7
01/06/17,Peru,5
01/07/17,Peru,8
01/08/17,Peru,5
01/09/17,Peru,5
01/10/17,Peru,5
01/11/17,Peru,2
01/12/17,Peru,5
01/01/18,Peru,0
01/02/18,Peru,3
01/03/18,Peru,0
01/04/18,Peru,2
01/05/18,Peru,2
01/06/18,Peru,9
01/07/18,Peru,0
01/08/18,Peru,2
01/09/18,Peru,7
01/10/18,Peru,2
01/11/18,Peru,2
01/12/18,Peru,3
01/01/19,Peru,5
01/02/19,Peru,0
01/03/19,Peru,0
01/04/19,Peru,0
01/05/19,Peru,5
01/06/19,Peru,2
01/07/19,Peru,0
01/08/19,Peru,0
01/09/19,Peru,4
01/10/19,Peru,9
01/11/19,Peru,4
01/12/19,Peru,0
01/01/20,Peru,5
01/02/20,Peru,10
01/03/20,Peru,6
01/04/20,Peru,14
01/05/20,Peru,8
01/06/20,Peru,8
01/07/20,Peru,7
01/08/20,Peru,7
01/09/20,Peru,9
01/10/20,Peru,0
01/11/20,Peru,2
01/12/20,Peru,0
01/01/21,Peru,7
01/02/21,Peru,0
01/03/21,Peru,4
01/04/21,Peru,7
01/05/21,Peru,16
01/06/21,Peru,12
01/07/21,Peru,6
01/08/21,Peru,2
01/09/21,Peru,4
01/10/21,Peru,0
01/01/04,Philippines,0
01/02/04,Philippines,31
01/03/04,Philippines,0
01/04/04,Philippines,0
01/05/04,Philippines,66
01/06/04,Philippines,0
01/07/04,Philippines,0
01/08/04,Philippines,0
01/09/04,Philippines,44
01/10/04,Philippines,25
01/11/04,Philippines,0
01/12/04,Philippines,56
01/01/05,Philippines,41
01/02/05,Philippines,43
01/03/05,Philippines,0
01/04/05,Philippines,0
01/05/05,Philippines,47
01/06/05,Philippines,19
01/07/05,Philippines,0
01/08/05,Philippines,0
01/09/05,Philippines,0
01/10/05,Philippines,0
01/11/05,Philippines,0
01/12/05,Philippines,0
01/01/06,Philippines,40
01/02/06,Philippines,0
01/03/06,Philippines,0
01/04/06,Philippines,0
01/05/06,Philippines,30
01/06/06,Philippines,0
01/07/06,Philippines,11
01/08/06,Philippines,0
01/09/06,Philippines,22
01/10/06,Philippines,0
01/11/06,Philippines,10
01/12/06,Philippines,23
01/01/07,Philippines,0
01/02/07,Philippines,0
01/03/07,Philippines,0
01/04/07,Philippines,0
01/05/07,Philippines,16
01/06/07,Philippines,28
01/07/07,Philippines,0
01/08/07,Philippines,18
01/09/07,Philippines,11
01/10/07,Philippines,17
01/11/07,Philippines,11
01/12/07,Philippines,6
01/01/08,Philippines,10
01/02/08,Philippines,10
01/03/08,Philippines,0
01/04/08,Philippines,40
01/05/08,Philippines,11
01/06/08,Philippines,19
01/07/08,Philippines,17
01/08/08,Philippines,9
01/09/08,Philippines,9
01/10/08,Philippines,12
01/11/08,Philippines,9
01/12/08,Philippines,0
01/01/09,Philippines,8
01/02/09,Philippines,4
01/03/09,Philippines,4
01/04/09,Philippines,9
01/05/09,Philippines,12
01/06/09,Philippines,7
01/07/09,Philippines,7
01/08/09,Philippines,15
01/09/09,Philippines,16
01/10/09,Philippines,7
01/11/09,Philippines,7
01/12/09,Philippines,12
01/01/10,Philippines,13
01/02/10,Philippines,3
01/03/10,Philippines,6
01/04/10,Philippines,0
01/05/10,Philippines,15
01/06/10,Philippines,3
01/07/10,Philippines,17
01/08/10,Philippines,3
01/09/10,Philippines,3
01/10/10,Philippines,9
01/11/10,Philippines,17
01/12/10,Philippines,6
01/01/11,Philippines,8
01/02/11,Philippines,6
01/03/11,Philippines,7
01/04/11,Philippines,4
01/05/11,Philippines,3
01/06/11,Philippines,5
01/07/11,Philippines,10
01/08/11,Philippines,3
01/09/11,Philippines,4
01/10/11,Philippines,8
01/11/11,Philippines,5
01/12/11,Philippines,3
01/01/12,Philippines,3
01/02/12,Philippines,5
01/03/12,Philippines,7
01/04/12,Philippines,6
01/05/12,Philippines,7
01/06/12,Philippines,6
01/07/12,Philippines,6
01/08/12,Philippines,6
01/09/12,Philippines,5
01/10/12,Philippines,8
01/11/12,Philippines,2
01/12/12,Philippines,7
01/01/13,Philippines,6
01/02/13,Philippines,6
01/03/13,Philippines,7
01/04/13,Philippines,4
01/05/13,Philippines,6
01/06/13,Philippines,4
01/07/13,Philippines,5
01/08/13,Philippines,7
01/09/13,Philippines,6
01/10/13,Philippines,4
01/11/13,Philippines,4
01/12/13,Philippines,4
01/01/14,Philippines,5
01/02/14,Philippines,3
01/03/14,Philippines,4
01/04/14,Philippines,6
01/05/14,Philippines,5
01/06/14,Philippines,3
01/07/14,Philippines,5
01/08/14,Philippines,6
01/09/14,Philippines,6
01/10/14,Philippines,7
01/11/14,Philippines,5
01/12/14,Philippines,3
01/01/15,Philippines,8
01/02/15,Philippines,5
01/03/15,Philippines,4
01/04/15,Philippines,4
01/05/15,Philippines,4
01/06/15,Philippines,3
01/07/15,Philippines,6
01/08/15,Philippines,5
01/09/15,Philippines,4
01/10/15,Philippines,5
01/11/15,Philippines,3
01/12/15,Philippines,2
01/01/16,Philippines,7
01/02/16,Philippines,5
01/03/16,Philippines,6
01/04/16,Philippines,5
01/05/16,Philippines,5
01/06/16,Philippines,7
01/07/16,Philippines,4
01/08/16,Philippines,9
01/09/16,Philippines,5
01/10/16,Philippines,4
01/11/16,Philippines,4
01/12/16,Philippines,4
01/01/17,Philippines,6
01/02/17,Philippines,7
01/03/17,Philippines,9
01/04/17,Philippines,6
01/05/17,Philippines,4
01/06/17,Philippines,5
01/07/17,Philippines,5
01/08/17,Philippines,4
01/09/17,Philippines,6
01/10/17,Philippines,8
01/11/17,Philippines,5
01/12/17,Philippines,5
01/01/18,Philippines,4
01/02/18,Philippines,4
01/03/18,Philippines,5
01/04/18,Philippines,2
01/05/18,Philippines,5
01/06/18,Philippines,3
01/07/18,Philippines,4
01/08/18,Philippines,7
01/09/18,Philippines,4
01/10/18,Philippines,7
01/11/18,Philippines,4
01/12/18,Philippines,4
01/01/19,Philippines,4
01/02/19,Philippines,7
01/03/19,Philippines,6
01/04/19,Philippines,3
01/05/19,Philippines,4
01/06/19,Philippines,4
01/07/19,Philippines,5
01/08/19,Philippines,4
01/09/19,Philippines,5
01/10/19,Philippines,5
01/11/19,Philippines,5
01/12/19,Philippines,4
01/01/20,Philippines,7
01/02/20,Philippines,6
01/03/20,Philippines,14
01/04/20,Philippines,26
01/05/20,Philippines,43
01/06/20,Philippines,39
01/07/20,Philippines,36
01/08/20,Philippines,60
01/09/20,Philippines,81
01/10/20,Philippines,78
01/11/20,Philippines,63
01/12/20,Philippines,63
01/01/21,Philippines,71
01/02/21,Philippines,100
01/03/21,Philippines,75
01/04/21,Philippines,91
01/05/21,Philippines,85
01/06/21,Philippines,76
01/07/21,Philippines,35
01/08/21,Philippines,32
01/09/21,Philippines,63
01/10/21,Philippines,74
01/01/04,Poland,0
01/02/04,Poland,0
01/03/04,Poland,0
01/04/04,Poland,0
01/05/04,Poland,100
01/06/04,Poland,0
01/07/04,Poland,0
01/08/04,Poland,100
01/09/04,Poland,0
01/10/04,Poland,0
01/11/04,Poland,0
01/12/04,Poland,0
01/01/05,Poland,0
01/02/05,Poland,53
01/03/05,Poland,46
01/04/05,Poland,51
01/05/05,Poland,0
01/06/05,Poland,44
01/07/05,Poland,0
01/08/05,Poland,0
01/09/05,Poland,0
01/10/05,Poland,36
01/11/05,Poland,68
01/12/05,Poland,64
01/01/06,Poland,0
01/02/06,Poland,0
01/03/06,Poland,49
01/04/06,Poland,0
01/05/06,Poland,0
01/06/06,Poland,27
01/07/06,Poland,29
01/08/06,Poland,0
01/09/06,Poland,46
01/10/06,Poland,41
01/11/06,Poland,19
01/12/06,Poland,19
01/01/07,Poland,48
01/02/07,Poland,68
01/03/07,Poland,75
01/04/07,Poland,0
01/05/07,Poland,41
01/06/07,Poland,15
01/07/07,Poland,0
01/08/07,Poland,30
01/09/07,Poland,27
01/10/07,Poland,0
01/11/07,Poland,0
01/12/07,Poland,12
01/01/08,Poland,11
01/02/08,Poland,0
01/03/08,Poland,0
01/04/08,Poland,11
01/05/08,Poland,0
01/06/08,Poland,12
01/07/08,Poland,12
01/08/08,Poland,0
01/09/08,Poland,11
01/10/08,Poland,0
01/11/08,Poland,19
01/12/08,Poland,10
01/01/09,Poland,0
01/02/09,Poland,19
01/03/09,Poland,8
01/04/09,Poland,10
01/05/09,Poland,17
01/06/09,Poland,9
01/07/09,Poland,10
01/08/09,Poland,19
01/09/09,Poland,9
01/10/09,Poland,16
01/11/09,Poland,16
01/12/09,Poland,16
01/01/10,Poland,7
01/02/10,Poland,16
01/03/10,Poland,15
01/04/10,Poland,0
01/05/10,Poland,23
01/06/10,Poland,17
01/07/10,Poland,9
01/08/10,Poland,0
01/09/10,Poland,38
01/10/10,Poland,14
01/11/10,Poland,46
01/12/10,Poland,7
01/01/11,Poland,15
01/02/11,Poland,5
01/03/11,Poland,19
01/04/11,Poland,27
01/05/11,Poland,0
01/06/11,Poland,0
01/07/11,Poland,27
01/08/11,Poland,27
01/09/11,Poland,20
01/10/11,Poland,14
01/11/11,Poland,19
01/12/11,Poland,9
01/01/12,Poland,12
01/02/12,Poland,17
01/03/12,Poland,25
01/04/12,Poland,14
01/05/12,Poland,0
01/06/12,Poland,5
01/07/12,Poland,0
01/08/12,Poland,5
01/09/12,Poland,32
01/10/12,Poland,28
01/11/12,Poland,12
01/12/12,Poland,4
01/01/13,Poland,14
01/02/13,Poland,19
01/03/13,Poland,11
01/04/13,Poland,7
01/05/13,Poland,8
01/06/13,Poland,4
01/07/13,Poland,8
01/08/13,Poland,12
01/09/13,Poland,15
01/10/13,Poland,17
01/11/13,Poland,10
01/12/13,Poland,14
01/01/14,Poland,9
01/02/14,Poland,3
01/03/14,Poland,10
01/04/14,Poland,17
01/05/14,Poland,24
01/06/14,Poland,4
01/07/14,Poland,12
01/08/14,Poland,8
01/09/14,Poland,15
01/10/14,Poland,7
01/11/14,Poland,24
01/12/14,Poland,30
01/01/15,Poland,6
01/02/15,Poland,23
01/03/15,Poland,6
01/04/15,Poland,3
01/05/15,Poland,9
01/06/15,Poland,16
01/07/15,Poland,10
01/08/15,Poland,17
01/09/15,Poland,25
01/10/15,Poland,12
01/11/15,Poland,23
01/12/15,Poland,12
01/01/16,Poland,17
01/02/16,Poland,15
01/03/16,Poland,15
01/04/16,Poland,12
01/05/16,Poland,9
01/06/16,Poland,6
01/07/16,Poland,7
01/08/16,Poland,11
01/09/16,Poland,17
01/10/16,Poland,25
01/11/16,Poland,22
01/12/16,Poland,28
01/01/17,Poland,11
01/02/17,Poland,15
01/03/17,Poland,14
01/04/17,Poland,15
01/05/17,Poland,15
01/06/17,Poland,9
01/07/17,Poland,9
01/08/17,Poland,15
01/09/17,Poland,12
01/10/17,Poland,8
01/11/17,Poland,8
01/12/17,Poland,14
01/01/18,Poland,18
01/02/18,Poland,3
01/03/18,Poland,21
01/04/18,Poland,11
01/05/18,Poland,11
01/06/18,Poland,11
01/07/18,Poland,14
01/08/18,Poland,3
01/09/18,Poland,8
01/10/18,Poland,13
01/11/18,Poland,16
01/12/18,Poland,14
01/01/19,Poland,13
01/02/19,Poland,17
01/03/19,Poland,8
01/04/19,Poland,19
01/05/19,Poland,8
01/06/19,Poland,11
01/07/19,Poland,8
01/08/19,Poland,8
01/09/19,Poland,3
01/10/19,Poland,12
01/11/19,Poland,25
01/12/19,Poland,10
01/01/20,Poland,7
01/02/20,Poland,14
01/03/20,Poland,51
01/04/20,Poland,38
01/05/20,Poland,31
01/06/20,Poland,33
01/07/20,Poland,12
01/08/20,Poland,12
01/09/20,Poland,15
01/10/20,Poland,35
01/11/20,Poland,36
01/12/20,Poland,16
01/01/21,Poland,18
01/02/21,Poland,10
01/03/21,Poland,31
01/04/21,Poland,26
01/05/21,Poland,12
01/06/21,Poland,13
01/07/21,Poland,8
01/08/21,Poland,10
01/09/21,Poland,3
01/10/21,Poland,0
01/01/04,Russia,100
01/02/04,Russia,0
01/03/04,Russia,0
01/04/04,Russia,85
01/05/04,Russia,0
01/06/04,Russia,0
01/07/04,Russia,0
01/08/04,Russia,0
01/09/04,Russia,0
01/10/04,Russia,0
01/11/04,Russia,66
01/12/04,Russia,0
01/01/05,Russia,0
01/02/05,Russia,58
01/03/05,Russia,46
01/04/05,Russia,0
01/05/05,Russia,0
01/06/05,Russia,0
01/07/05,Russia,0
01/08/05,Russia,0
01/09/05,Russia,43
01/10/05,Russia,0
01/11/05,Russia,0
01/12/05,Russia,33
01/01/06,Russia,0
01/02/06,Russia,33
01/03/06,Russia,0
01/04/06,Russia,0
01/05/06,Russia,0
01/06/06,Russia,0
01/07/06,Russia,0
01/08/06,Russia,0
01/09/06,Russia,0
01/10/06,Russia,0
01/11/06,Russia,0
01/12/06,Russia,0
01/01/07,Russia,0
01/02/07,Russia,32
01/03/07,Russia,0
01/04/07,Russia,0
01/05/07,Russia,12
01/06/07,Russia,13
01/07/07,Russia,0
01/08/07,Russia,0
01/09/07,Russia,0
01/10/07,Russia,0
01/11/07,Russia,0
01/12/07,Russia,0
01/01/08,Russia,0
01/02/08,Russia,0
01/03/08,Russia,0
01/04/08,Russia,0
01/05/08,Russia,0
01/06/08,Russia,0
01/07/08,Russia,0
01/08/08,Russia,0
01/09/08,Russia,0
01/10/08,Russia,5
01/11/08,Russia,0
01/12/08,Russia,5
01/01/09,Russia,5
01/02/09,Russia,5
01/03/09,Russia,0
01/04/09,Russia,0
01/05/09,Russia,0
01/06/09,Russia,5
01/07/09,Russia,0
01/08/09,Russia,5
01/09/09,Russia,0
01/10/09,Russia,0
01/11/09,Russia,4
01/12/09,Russia,0
01/01/10,Russia,8
01/02/10,Russia,0
01/03/10,Russia,0
01/04/10,Russia,4
01/05/10,Russia,0
01/06/10,Russia,0
01/07/10,Russia,4
01/08/10,Russia,0
01/09/10,Russia,0
01/10/10,Russia,3
01/11/10,Russia,0
01/12/10,Russia,0
01/01/11,Russia,1
01/02/11,Russia,1
01/03/11,Russia,0
01/04/11,Russia,2
01/05/11,Russia,1
01/06/11,Russia,1
01/07/11,Russia,4
01/08/11,Russia,0
01/09/11,Russia,0
01/10/11,Russia,1
01/11/11,Russia,0
01/12/11,Russia,1
01/01/12,Russia,3
01/02/12,Russia,1
01/03/12,Russia,3
01/04/12,Russia,2
01/05/12,Russia,0
01/06/12,Russia,0
01/07/12,Russia,1
01/08/12,Russia,2
01/09/12,Russia,1
01/10/12,Russia,2
01/11/12,Russia,0
01/12/12,Russia,2
01/01/13,Russia,0
01/02/13,Russia,0
01/03/13,Russia,1
01/04/13,Russia,0
01/05/13,Russia,1
01/06/13,Russia,0
01/07/13,Russia,1
01/08/13,Russia,1
01/09/13,Russia,0
01/10/13,Russia,2
01/11/13,Russia,0
01/12/13,Russia,1
01/01/14,Russia,1
01/02/14,Russia,0
01/03/14,Russia,1
01/04/14,Russia,1
01/05/14,Russia,0
01/06/14,Russia,0
01/07/14,Russia,0
01/08/14,Russia,0
01/09/14,Russia,1
01/10/14,Russia,1
01/11/14,Russia,0
01/12/14,Russia,1
01/01/15,Russia,1
01/02/15,Russia,1
01/03/15,Russia,1
01/04/15,Russia,1
01/05/15,Russia,1
01/06/15,Russia,1
01/07/15,Russia,1
01/08/15,Russia,1
01/09/15,Russia,1
01/10/15,Russia,1
01/11/15,Russia,1
01/12/15,Russia,0
01/01/16,Russia,0
01/02/16,Russia,1
01/03/16,Russia,0
01/04/16,Russia,1
01/05/16,Russia,2
01/06/16,Russia,2
01/07/16,Russia,1
01/08/16,Russia,1
01/09/16,Russia,0
01/10/16,Russia,1
01/11/16,Russia,2
01/12/16,Russia,1
01/01/17,Russia,0
01/02/17,Russia,1
01/03/17,Russia,1
01/04/17,Russia,1
01/05/17,Russia,1
01/06/17,Russia,1
01/07/17,Russia,1
01/08/17,Russia,1
01/09/17,Russia,1
01/10/17,Russia,0
01/11/17,Russia,1
01/12/17,Russia,1
01/01/18,Russia,1
01/02/18,Russia,1
01/03/18,Russia,1
01/04/18,Russia,1
01/05/18,Russia,1
01/06/18,Russia,0
01/07/18,Russia,1
01/08/18,Russia,2
01/09/18,Russia,1
01/10/18,Russia,1
01/11/18,Russia,1
01/12/18,Russia,2
01/01/19,Russia,1
01/02/19,Russia,1
01/03/19,Russia,2
01/04/19,Russia,3
01/05/19,Russia,2
01/06/19,Russia,2
01/07/19,Russia,1
01/08/19,Russia,2
01/09/19,Russia,2
01/10/19,Russia,1
01/11/19,Russia,1
01/12/19,Russia,1
01/01/20,Russia,0
01/02/20,Russia,1
01/03/20,Russia,1
01/04/20,Russia,2
01/05/20,Russia,2
01/06/20,Russia,1
01/07/20,Russia,1
01/08/20,Russia,2
01/09/20,Russia,1
01/10/20,Russia,0
01/11/20,Russia,1
01/12/20,Russia,2
01/01/21,Russia,2
01/02/21,Russia,2
01/03/21,Russia,1
01/04/21,Russia,2
01/05/21,Russia,1
01/06/21,Russia,2
01/07/21,Russia,0
01/08/21,Russia,2
01/09/21,Russia,2
01/10/21,Russia,0
01/01/04,South Africa,0
01/02/04,South Africa,82
01/03/04,South Africa,100
01/04/04,South Africa,0
01/05/04,South Africa,0
01/06/04,South Africa,69
01/07/04,South Africa,0
01/08/04,South Africa,58
01/09/04,South Africa,58
01/10/04,South Africa,0
01/11/04,South Africa,0
01/12/04,South Africa,0
01/01/05,South Africa,0
01/02/05,South Africa,49
01/03/05,South Africa,0
01/04/05,South Africa,0
01/05/05,South Africa,0
01/06/05,South Africa,0
01/07/05,South Africa,0
01/08/05,South Africa,0
01/09/05,South Africa,0
01/10/05,South Africa,30
01/11/05,South Africa,33
01/12/05,South Africa,0
01/01/06,South Africa,59
01/02/06,South Africa,0
01/03/06,South Africa,0
01/04/06,South Africa,0
01/05/06,South Africa,22
01/06/06,South Africa,0
01/07/06,South Africa,22
01/08/06,South Africa,19
01/09/06,South Africa,21
01/10/06,South Africa,0
01/11/06,South Africa,19
01/12/06,South Africa,0
01/01/07,South Africa,17
01/02/07,South Africa,0
01/03/07,South Africa,0
01/04/07,South Africa,0
01/05/07,South Africa,25
01/06/07,South Africa,14
01/07/07,South Africa,12
01/08/07,South Africa,11
01/09/07,South Africa,0
01/10/07,South Africa,0
01/11/07,South Africa,31
01/12/07,South Africa,15
01/01/08,South Africa,10
01/02/08,South Africa,19
01/03/08,South Africa,10
01/04/08,South Africa,9
01/05/08,South Africa,0
01/06/08,South Africa,9
01/07/08,South Africa,9
01/08/08,South Africa,17
01/09/08,South Africa,9
01/10/08,South Africa,23
01/11/08,South Africa,27
01/12/08,South Africa,12
01/01/09,South Africa,0
01/02/09,South Africa,0
01/03/09,South Africa,8
01/04/09,South Africa,0
01/05/09,South Africa,8
01/06/09,South Africa,16
01/07/09,South Africa,14
01/08/09,South Africa,0
01/09/09,South Africa,22
01/10/09,South Africa,7
01/11/09,South Africa,35
01/12/09,South Africa,19
01/01/10,South Africa,15
01/02/10,South Africa,14
01/03/10,South Africa,0
01/04/10,South Africa,16
01/05/10,South Africa,23
01/06/10,South Africa,25
01/07/10,South Africa,20
01/08/10,South Africa,13
01/09/10,South Africa,21
01/10/10,South Africa,7
01/11/10,South Africa,28
01/12/10,South Africa,18
01/01/11,South Africa,11
01/02/11,South Africa,11
01/03/11,South Africa,10
01/04/11,South Africa,23
01/05/11,South Africa,10
01/06/11,South Africa,10
01/07/11,South Africa,0
01/08/11,South Africa,12
01/09/11,South Africa,9
01/10/11,South Africa,9
01/11/11,South Africa,14
01/12/11,South Africa,17
01/01/12,South Africa,13
01/02/12,South Africa,3
01/03/12,South Africa,10
01/04/12,South Africa,19
01/05/12,South Africa,14
01/06/12,South Africa,20
01/07/12,South Africa,14
01/08/12,South Africa,22
01/09/12,South Africa,9
01/10/12,South Africa,10
01/11/12,South Africa,9
01/12/12,South Africa,11
01/01/13,South Africa,11
01/02/13,South Africa,21
01/03/13,South Africa,11
01/04/13,South Africa,32
01/05/13,South Africa,17
01/06/13,South Africa,17
01/07/13,South Africa,2
01/08/13,South Africa,16
01/09/13,South Africa,13
01/10/13,South Africa,10
01/11/13,South Africa,5
01/12/13,South Africa,5
01/01/14,South Africa,12
01/02/14,South Africa,15
01/03/14,South Africa,12
01/04/14,South Africa,16
01/05/14,South Africa,16
01/06/14,South Africa,10
01/07/14,South Africa,24
01/08/14,South Africa,15
01/09/14,South Africa,19
01/10/14,South Africa,11
01/11/14,South Africa,5
01/12/14,South Africa,12
01/01/15,South Africa,10
01/02/15,South Africa,6
01/03/15,South Africa,11
01/04/15,South Africa,10
01/05/15,South Africa,14
01/06/15,South Africa,7
01/07/15,South Africa,6
01/08/15,South Africa,8
01/09/15,South Africa,14
01/10/15,South Africa,12
01/11/15,South Africa,8
01/12/15,South Africa,14
01/01/16,South Africa,11
01/02/16,South Africa,9
01/03/16,South Africa,15
01/04/16,South Africa,10
01/05/16,South Africa,10
01/06/16,South Africa,3
01/07/16,South Africa,8
01/08/16,South Africa,10
01/09/16,South Africa,11
01/10/16,South Africa,12
01/11/16,South Africa,4
01/12/16,South Africa,9
01/01/17,South Africa,13
01/02/17,South Africa,7
01/03/17,South Africa,12
01/04/17,South Africa,12
01/05/17,South Africa,20
01/06/17,South Africa,16
01/07/17,South Africa,9
01/08/17,South Africa,17
01/09/17,South Africa,14
01/10/17,South Africa,16
01/11/17,South Africa,23
01/12/17,South Africa,8
01/01/18,South Africa,14
01/02/18,South Africa,11
01/03/18,South Africa,12
01/04/18,South Africa,16
01/05/18,South Africa,15
01/06/18,South Africa,10
01/07/18,South Africa,11
01/08/18,South Africa,12
01/09/18,South Africa,15
01/10/18,South Africa,15
01/11/18,South Africa,11
01/12/18,South Africa,7
01/01/19,South Africa,19
01/02/19,South Africa,12
01/03/19,South Africa,14
01/04/19,South Africa,21
01/05/19,South Africa,15
01/06/19,South Africa,20
01/07/19,South Africa,10
01/08/19,South Africa,14
01/09/19,South Africa,18
01/10/19,South Africa,33
01/11/19,South Africa,14
01/12/19,South Africa,6
01/01/20,South Africa,11
01/02/20,South Africa,18
01/03/20,South Africa,38
01/04/20,South Africa,74
01/05/20,South Africa,79
01/06/20,South Africa,50
01/07/20,South Africa,45
01/08/20,South Africa,56
01/09/20,South Africa,41
01/10/20,South Africa,41
01/11/20,South Africa,26
01/12/20,South Africa,19
01/01/21,South Africa,23
01/02/21,South Africa,23
01/03/21,South Africa,23
01/04/21,South Africa,19
01/05/21,South Africa,48
01/06/21,South Africa,32
01/07/21,South Africa,26
01/08/21,South Africa,30
01/09/21,South Africa,29
01/10/21,South Africa,33
01/01/04,Spain,53
01/02/04,Spain,0
01/03/04,Spain,0
01/04/04,Spain,0
01/05/04,Spain,87
01/06/04,Spain,0
01/07/04,Spain,0
01/08/04,Spain,55
01/09/04,Spain,0
01/10/04,Spain,41
01/11/04,Spain,0
01/12/04,Spain,39
01/01/05,Spain,33
01/02/05,Spain,34
01/03/05,Spain,30
01/04/05,Spain,0
01/05/05,Spain,57
01/06/05,Spain,29
01/07/05,Spain,0
01/08/05,Spain,69
01/09/05,Spain,26
01/10/05,Spain,72
01/11/05,Spain,0
01/12/05,Spain,24
01/01/06,Spain,0
01/02/06,Spain,21
01/03/06,Spain,18
01/04/06,Spain,20
01/05/06,Spain,17
01/06/06,Spain,18
01/07/06,Spain,0
01/08/06,Spain,0
01/09/06,Spain,17
01/10/06,Spain,15
01/11/06,Spain,14
01/12/06,Spain,0
01/01/07,Spain,13
01/02/07,Spain,14
01/03/07,Spain,37
01/04/07,Spain,0
01/05/07,Spain,11
01/06/07,Spain,46
01/07/07,Spain,12
01/08/07,Spain,0
01/09/07,Spain,21
01/10/07,Spain,19
01/11/07,Spain,9
01/12/07,Spain,0
01/01/08,Spain,18
01/02/08,Spain,27
01/03/08,Spain,27
01/04/08,Spain,34
01/05/08,Spain,16
01/06/08,Spain,9
01/07/08,Spain,18
01/08/08,Spain,21
01/09/08,Spain,40
01/10/08,Spain,14
01/11/08,Spain,15
01/12/08,Spain,31
01/01/09,Spain,14
01/02/09,Spain,22
01/03/09,Spain,33
01/04/09,Spain,42
01/05/09,Spain,25
01/06/09,Spain,25
01/07/09,Spain,20
01/08/09,Spain,22
01/09/09,Spain,12
01/10/09,Spain,22
01/11/09,Spain,17
01/12/09,Spain,12
01/01/10,Spain,32
01/02/10,Spain,33
01/03/10,Spain,15
01/04/10,Spain,16
01/05/10,Spain,15
01/06/10,Spain,16
01/07/10,Spain,16
01/08/10,Spain,41
01/09/10,Spain,39
01/10/10,Spain,19
01/11/10,Spain,5
01/12/10,Spain,14
01/01/11,Spain,30
01/02/11,Spain,41
01/03/11,Spain,12
01/04/11,Spain,13
01/05/11,Spain,16
01/06/11,Spain,17
01/07/11,Spain,23
01/08/11,Spain,15
01/09/11,Spain,21
01/10/11,Spain,27
01/11/11,Spain,19
01/12/11,Spain,24
01/01/12,Spain,18
01/02/12,Spain,26
01/03/12,Spain,22
01/04/12,Spain,30
01/05/12,Spain,35
01/06/12,Spain,46
01/07/12,Spain,8
01/08/12,Spain,17
01/09/12,Spain,37
01/10/12,Spain,53
01/11/12,Spain,60
01/12/12,Spain,53
01/01/13,Spain,38
01/02/13,Spain,61
01/03/13,Spain,35
01/04/13,Spain,41
01/05/13,Spain,33
01/06/13,Spain,46
01/07/13,Spain,27
01/08/13,Spain,7
01/09/13,Spain,38
01/10/13,Spain,82
01/11/13,Spain,52
01/12/13,Spain,25
01/01/14,Spain,32
01/02/14,Spain,37
01/03/14,Spain,25
01/04/14,Spain,12
01/05/14,Spain,38
01/06/14,Spain,20
01/07/14,Spain,28
01/08/14,Spain,15
01/09/14,Spain,39
01/10/14,Spain,48
01/11/14,Spain,33
01/12/14,Spain,25
01/01/15,Spain,23
01/02/15,Spain,48
01/03/15,Spain,34
01/04/15,Spain,14
01/05/15,Spain,28
01/06/15,Spain,32
01/07/15,Spain,21
01/08/15,Spain,15
01/09/15,Spain,30
01/10/15,Spain,33
01/11/15,Spain,34
01/12/15,Spain,33
01/01/16,Spain,9
01/02/16,Spain,36
01/03/16,Spain,23
01/04/16,Spain,32
01/05/16,Spain,20
01/06/16,Spain,27
01/07/16,Spain,16
01/08/16,Spain,25
01/09/16,Spain,34
01/10/16,Spain,48
01/11/16,Spain,39
01/12/16,Spain,24
01/01/17,Spain,16
01/02/17,Spain,32
01/03/17,Spain,18
01/04/17,Spain,17
01/05/17,Spain,16
01/06/17,Spain,32
01/07/17,Spain,6
01/08/17,Spain,12
01/09/17,Spain,22
01/10/17,Spain,26
01/11/17,Spain,18
01/12/17,Spain,11
01/01/18,Spain,25
01/02/18,Spain,38
01/03/18,Spain,20
01/04/18,Spain,36
01/05/18,Spain,12
01/06/18,Spain,40
01/07/18,Spain,15
01/08/18,Spain,16
01/09/18,Spain,15
01/10/18,Spain,27
01/11/18,Spain,32
01/12/18,Spain,8
01/01/19,Spain,21
01/02/19,Spain,18
01/03/19,Spain,27
01/04/19,Spain,22
01/05/19,Spain,21
01/06/19,Spain,25
01/07/19,Spain,12
01/08/19,Spain,20
01/09/19,Spain,34
01/10/19,Spain,71
01/11/19,Spain,28
01/12/19,Spain,20
01/01/20,Spain,21
01/02/20,Spain,35
01/03/20,Spain,100
01/04/20,Spain,85
01/05/20,Spain,63
01/06/20,Spain,47
01/07/20,Spain,24
01/08/20,Spain,22
01/09/20,Spain,50
01/10/20,Spain,39
01/11/20,Spain,33
01/12/20,Spain,27
01/01/21,Spain,24
01/02/21,Spain,21
01/03/21,Spain,22
01/04/21,Spain,32
01/05/21,Spain,34
01/06/21,Spain,41
01/07/21,Spain,22
01/08/21,Spain,13
01/09/21,Spain,11
